,Entity,Label,Abstract,Stanford-Trips-Raw,Stanford
0,http://yago-knowledge.org/resource/David_Bowie,David Bowie,"David Robert Jones (8 January 1947 – 10 January 2016), known professionally as David Bowie (/ˈboʊi/ BOH-ee), was an English singer-songwriter and actor. A leading figure in the music industry, he is regarded as one of the most influential musicians of the 20th century. Bowie was acclaimed by critics and musicians, particularly for his innovative work during the 1970s. His career was marked by reinvention and visual presentation, and his music and stagecraft had a significant impact on popular music. Bowie developed an interest in music from an early age. He studied art, music and design before embarking on a professional career as a musician in 1963. ""Space Oddity"", released in 1969, was his first top-five entry on the UK Singles Chart. After a period of experimentation, he re-emerged in 1972 during the glam rock era with his flamboyant and androgynous alter ego Ziggy Stardust. The character was spearheaded by the success of Bowie's single ""Starman"" and album The Rise and Fall of Ziggy Stardust and the Spiders from Mars, which won him widespread popularity. In 1975, Bowie's style shifted towards a sound he characterised as ""plastic soul"", initially alienating many of his UK fans but garnering him his first major US crossover success with the number-one single ""Fame"" and the album Young Americans. In 1976, Bowie starred in the cult film The Man Who Fell to Earth and released Station to Station. In 1977, he again changed direction with the electronic-inflected album Low, the first of three collaborations with Brian Eno that came to be known as the ""Berlin Trilogy"". ""Heroes"" (1977) and Lodger (1979) followed; each album reached the UK top five and received lasting critical praise. After uneven commercial success in the late 1970s, Bowie had three number-one hits: the 1980 single ""Ashes to Ashes"", its album Scary Monsters (and Super Creeps), and ""Under Pressure"" (a 1981 collaboration with Queen). He achieved massive commercial success in the 1980s starting with Let's Dance (1983). Between 1988 and 1992, he fronted the hard rock band Tin Machine before resuming his solo career in 1993. Throughout the 1990s and 2000s, Bowie continued to experiment with musical styles, including industrial and jungle. He also continued acting; his roles included Major Jack Celliers in Merry Christmas, Mr. Lawrence (1983), Jareth the Goblin King in Labyrinth (1986), Pontius Pilate in The Last Temptation of Christ (1988), and Nikola Tesla in The Prestige (2006), among other film and television appearances and cameos. He stopped touring after 2004 and his last live performance was at a charity event in 2006. In 2013, Bowie returned from a decade-long recording hiatus with The Next Day. He remained musically active until his death from liver cancer at his home in New York City. He died two days after both his 69th birthday and the release of his final album, Blackstar (2016). During his lifetime, his record sales, estimated at over 100 million records worldwide, made him one of the best-selling musicians of all time. In the UK, he was awarded ten platinum, eleven gold and eight silver album certifications, and released 11 number-one albums. In the US, he received five platinum and nine gold certifications. He was inducted into the Rock and Roll Hall of Fame in 1996. Rolling Stone ranked him among the greatest artists in history. As of 2022, Bowie was the best-selling vinyl artist of the 21st century.","[['was', 'English'], ['was acclaimed by', 'critics particularly for his innovative work during 1970s'], ['was acclaimed by', 'critics'], ['was acclaimed by', 'critics for his work'], ['was acclaimed by', 'critics for his innovative work'], ['was acclaimed by', 'critics particularly for his work'], ['was acclaimed by', 'critics for his innovative work during 1970s'], ['was acclaimed by', 'critics particularly for his innovative work'], ['was acclaimed by', 'critics for his work during 1970s'], ['was acclaimed by', 'critics particularly for his work during 1970s'], ['developed', 'interest'], ['developed', 'interest in music from early age'], ['developed', 'interest from early age'], ['developed', 'interest from age'], ['developed', 'interest in music from age'], ['developed', 'interest in music'], ['studied art before', 'embarking on professional career as musician'], ['studied art before', 'embarking in 1963'], ['studied art before', 'embarking on career in 1963'], ['studied art before', 'embarking on professional career in 1963'], ['studied art before', 'embarking on professional career as musician in 1963'], ['studied art before', 'embarking on career'], ['studied art before', 'embarking on professional career'], ['studied art before', 'embarking on career as musician in 1963'], ['studied art before', 'embarking on career as musician'], ['studied', 'art'], ['studied art before', 'embarking'], ['re-emerged in', '1972'], ['re-emerged during', 'glam rock era'], ['re-emerged during', 'rock era'], ['re-emerged After', 'period'], ['re-emerged After', 'period of experimentation'], ['of', 'single Starman'], ['characterised as', 'soul'], ['has', 'style'], ['characterised as', 'plastic soul'], ['starred In', '1976'], ['starred in', 'cult film'], ['again changed direction with', 'album Low'], ['changed direction with', 'first'], ['changed direction with', 'album'], ['changed', 'direction'], ['again changed direction with', 'first'], ['changed direction with', 'first of three collaborations'], ['changed direction with', 'inflected album'], ['changed direction with', 'first of three collaborations with Brian Eno'], ['again changed direction with', 'first of three collaborations'], ['again changed direction with', 'inflected album Low'], ['again changed direction with', 'album'], ['changed direction with', 'inflected album Low'], ['again changed direction with', 'electronic inflected album'], ['again changed direction with', 'first with Brian Eno'], ['changed direction with', 'electronic inflected album Low'], ['changed direction In', '1977'], ['changed direction with', 'electronic inflected album'], ['changed direction with', 'first with Brian Eno'], ['again changed', 'direction'], ['again changed direction In', '1977'], ['again changed direction with', 'electronic inflected album Low'], ['changed direction with', 'album Low'], ['again changed direction with', 'inflected album'], ['again changed direction with', 'first of three collaborations with Brian Eno'], ['had After', 'success in late 1970s'], ['had After', 'uneven commercial success in 1970s'], ['had After', 'uneven success in late 1970s'], ['had After', 'uneven success in 1970s'], ['had After', 'uneven commercial success'], ['had After', 'success in 1970s'], ['had After', 'commercial success in late 1970s'], ['had After', 'commercial success in 1970s'], ['had After', 'uneven commercial success in late 1970s'], ['had After', 'commercial success'], ['had After', 'success'], ['had After', 'uneven success'], ['achieved', 'success'], ['achieved success in', '1980s'], ['achieved success in', ""1980s starting with Let 's Dance 1983""], ['achieved', 'commercial success'], ['achieved success in', '1980s starting'], ['achieved', 'massive commercial success'], ['achieved', 'massive success'], ['resuming', 'his solo career'], ['fronted', 'rock band'], ['fronted', 'hard rock band'], ['experiment with', 'musical styles'], ['continued', 'experiment'], ['continued', 'experiment with musical styles'], ['continued', 'to experiment'], ['experiment with', 'styles'], ['continued', 'experiment with styles'], ['continued Throughout', '1990s'], ['continued', 'to experiment with musical styles'], ['continued', 'to experiment with styles'], ['also continued', 'acting'], ['continued', 'acting'], ['touring at', 'charity event in 2006'], ['touring at', 'charity event'], ['touring after', '2004'], ['stopped', 'touring after 2004'], ['stopped', 'touring'], ['returned from', 'recording hiatus with Next Day'], ['returned from', 'decade long recording hiatus'], ['returned from', 'decade long recording hiatus with Next Day'], ['returned In', '2013'], ['returned from', 'recording hiatus'], ['remained', 'active'], ['remained until', 'his death at his home'], ['remained', 'musically active'], ['remained until', 'his death at his home in New York City'], ['remained until', 'his death'], ['remained until', 'his death from liver cancer'], ['remained until', 'his death from liver cancer at his home'], ['remained until', 'his death from liver cancer at his home in New York City'], ['album', 'Blackstar'], ['died after', 'two days'], ['released', '11 number'], ['was awarded', 'ten platinum'], ['received', 'five platinum'], ['was', 'inducted'], ['was inducted in', '1996'], ['was inducted into', 'Rock Hall of Fame'], ['was', 'inducted into Rock Hall in 1996'], ['was inducted into', 'Rock Hall'], ['was', 'inducted into Rock Hall of Fame in 1996'], ['was', 'selling vinyl artist of century'], ['was', 'best selling vinyl artist of 21st century'], ['was', 'selling vinyl artist'], ['was', 'vinyl artist of 21st century'], ['was', 'vinyl artist of century'], ['was', 'vinyl artist'], ['was', 'selling vinyl artist of 21st century'], ['was', 'best selling vinyl artist of century'], ['was', 'best selling vinyl artist']]","[['type', 'English'], ['for', 'critics'], ['particularlyFor', 'his_innovative_work'], ['acclaimedBy', 'critics'], ['awardFor', 'his_work'], ['developed', 'interest'], ['grewFrom', 'interest'], ['retiredFrom', 'music'], ['musicFrom', 'early_age'], ['developedFrom', 'age'], ['developedIn', 'interest'], ['interestedIn', 'music'], ['type', 'professional_career'], ['type', 'musician'], ['embarkedOn', 'career'], ['embarkedOn', 'professional_career'], ['type', 'career'], ['studied', 'art'], ['emergedDuring', 'glam_rock_era'], ['diedDuring', 'rock_era'], ['emergedAfter', 'period'], ['endOf', 'period'], ['periodOf', 'experimentation'], ['of', 'single_Starman'], ['characterisedAs', 'soul'], ['has', 'style'], ['characterisedAs', 'plastic_soul'], ['starredIn', 'cult_film'], ['againWith', 'album_Low'], ['changedWith', 'album'], ['changed', 'direction'], ['continuedWith', 'three_collaborations'], ['changedWith', 'inflected_album'], ['with', 'Brian_Eno'], ['returnedWith', 'electronic_inflected_album'], ['returnedWith', 'electronic_inflected_album_Low'], ['hadIn', 'success'], ['hadIn', 'late_1970s'], ['hadAfter', 'uneven_commercial_success'], ['hadIn', 'uneven_success'], ['hadAfter', 'uneven_success'], ['hadAfter', 'success'], ['hadIn', 'commercial_success'], ['hadAfter', 'commercial_success'], ['hadIn', 'uneven_commercial_success'], ['achieved', 'success'], ['startedWith', '1980s'], ['startedWith', 'Let'], ['continuedWith', 'Dance'], ['achieved', 'commercial_success'], ['successIn', '1980s'], ['achieved', 'massive_commercial_success'], ['achieved', 'massive_success'], ['resuming', 'solo_career'], ['fronted', 'rock_band'], ['fronted', 'hard_rock_band'], ['experimentWith', 'musical_styles'], ['continuedContinued', 'experiment'], ['continuedWith', 'experiment'], ['experimentWith', 'styles'], ['continuedContinued', '1990s'], ['touringAt', 'charity_event'], ['returnedWith', 'recording_hiatus'], ['returnedWith', 'Next_Day'], ['returnedFrom', 'decade_long_recording_hiatus'], ['returnedWith', 'decade_long_recording_hiatus'], ['returnedFrom', 'recording_hiatus'], ['remainedAt', 'his_death'], ['diedAt', 'his_home'], ['diedIn', 'his_death'], ['diedIn', 'his_home'], ['diedIn', 'New_York_City'], ['remainedUntil', 'his_death'], ['remainsFrom', 'his_death'], ['diedFrom', 'liver_cancer'], ['diedAt', 'liver_cancer'], ['diedIn', 'liver_cancer'], ['albumBlackstar', 'Blackstar'], ['diedAfter', 'two_days'], ['released', '11_number'], ['awarded', 'ten_platinum'], ['received', 'five_platinum'], ['hallOf', 'Rock_Hall'], ['hallOf', 'Fame'], ['inductedInto', 'Rock_Hall'], ['sonOf', 'vinyl_artist'], ['artistOf', 'century'], ['artistOf', '21st_century'], ['selling', 'vinyl_artist'], ['type', 'vinyl_artist']]"
1,http://yago-knowledge.org/resource/Kanye_West,Kanye West,"Ye (/jeɪ/ YAY; born Kanye Omari West /ˈkɑːnjeɪ/ KAHN-yay; June 8, 1977) is an American rapper, songwriter, record producer and fashion designer. He is widely regarded as one of the most influential hip hop artists and producers. Born in Atlanta and raised in Chicago, West initially gained recognition as a producer for Roc-A-Fella Records in the early 2000s, producing singles for several artists and developing the ""chipmunk soul"" sampling style. Intent on pursuing a solo career as a rapper, he released his debut studio album, The College Dropout (2004), to critical and commercial success. He founded the record label GOOD Music later that year. West explored diverse musical elements like orchestras, synthesizers, and autotune on the albums Late Registration (2005), Graduation (2007), and 808s & Heartbreak (2008). His fifth and sixth albums My Beautiful Dark Twisted Fantasy (2010) and Yeezus (2013) were also met with critical and commercial success. West further diversified his musical styles on The Life of Pablo (2016) and Ye (2018) and explored Christian and gospel music on Jesus Is King (2019). His tenth album Donda (2021) was released to continued commercial success but mixed critical reception. He released its sequel Donda 2 (2022) a few months later, exclusively through a tie-in audio speaker service. West's discography also includes the two full-length collaborative albums Watch the Throne (2011) with Jay-Z and Kids See Ghosts (2018) with Kid Cudi. One of the world's best-selling music artists, with over 160 million records sold, West has won 22 Grammy Awards and 75 nominations, the joint tenth-most of all time, and the joint-most Grammy awards of any rapper along with Jay-Z. Among his other awards are the Billboard Artist Achievement Award, a joint-record three Brit Awards for Best International Male Solo Artist and the Michael Jackson Video Vanguard Award. Six of West's albums were included on Rolling Stone's 2020 500 Greatest Albums of All Time list with the same publication naming him one of the 100 Greatest Songwriters of All Time. He holds the joint record (with Bob Dylan) for most albums (4) topping the annual Pazz & Jop critic poll, and has the 5th most appearances on the Billboard Hot 100 (133 entries). Time named him one of the 100 most influential people in the world in 2005 and 2015. As a fashion designer, he has collaborated with Nike, Louis Vuitton, Gap, and A.P.C. on clothing and footwear and led the Yeezy collaboration with Adidas. He is also the founder and head of the creative content company Donda. Forbes estimated his net worth at $400 million as of 2022, making him among the wealthiest musicians in the world. West's outspoken views have received significant media coverage; he has been a frequent source of controversy due to his conduct on social media and at awards shows and public settings, as well as his comments on the music and fashion industries, U.S. politics, race, and slavery. His Christian faith, high-profile marriage to Kim Kardashian, and mental health have also been topics of media attention. In 2020, West launched an unsuccessful independent presidential campaign that primarily advocated for a consistent life ethic. In 2022, he was widely condemned and lost many sponsors and partnerships—including his collaborations with Adidas, Gap, and Balenciaga—after making a series of antisemitic statements. In November 2022, he announced his 2024 presidential campaign, appearing publicly with white supremacist Nick Fuentes. He later publicly praised Adolf Hitler, denied the Holocaust, and identified as a Nazi.","[['is', 'American'], ['is', 'regarded'], ['is', 'widely regarded'], ['gained recognition in', '2000s'], ['gained recognition as', 'producer for Roc A-Fella Records'], ['initially gained recognition as', 'producer'], ['initially gained singles in', '2000s'], ['gained singles in', 'early 2000s'], ['initially gained singles as', 'producer'], ['initially gained recognition in', '2000s'], ['gained singles as', 'producer'], ['gained singles as', 'producer for Roc A-Fella Records'], ['initially gained singles as', 'producer for Roc A-Fella Records'], ['gained', 'producing singles'], ['initially gained', 'singles'], ['initially gained recognition as', 'producer for Roc A-Fella Records'], ['initially gained', 'recognition'], ['gained singles in', '2000s'], ['gained recognition as', 'producer'], ['gained recognition in', 'early 2000s'], ['initially gained singles in', 'early 2000s'], ['gained', 'singles for artists'], ['initially gained', 'producing singles'], ['gained', 'singles'], ['initially gained recognition in', 'early 2000s'], ['gained', 'recognition'], ['released', 'College Dropout 2004'], ['released', 'his debut studio album'], ['album', 'College Dropout 2004'], ['founded', 'record label'], ['explored', 'diverse elements'], ['explored', 'diverse musical elements like orchestras'], ['explored', 'musical elements'], ['explored', 'diverse elements like orchestras'], ['explored', 'elements'], ['explored', 'musical elements like orchestras'], ['explored', 'diverse musical elements'], ['explored', 'elements like orchestras'], ['diversified', 'his musical styles'], ['further diversified', 'his musical styles'], ['diversified', 'his styles'], ['further diversified', 'his styles'], ['released months later', 'its sequel Donda 2'], ['released', 'its sequel Donda 2'], ['released few months later', 'its sequel Donda 2'], ['has', 'discography'], ['of', 'albums'], ['has collaborated As', 'fashion designer'], ['led', 'Yeezy collaboration'], ['has collaborated with', 'Nike'], ['led', 'Yeezy collaboration with Adidas'], ['is founder of', 'creative content company'], ['is', 'founder'], ['is also founder of', 'content company'], ['is', 'also founder'], ['is founder of', 'Donda'], ['is founder of', 'content company'], ['is also founder of', 'Donda'], ['is also founder of', 'creative content company'], ['has', 'outspoken views'], ['been frequent', 'controversy'], ['has', 'has source'], ['has', 'has frequent source of controversy'], ['has', 'has frequent source'], ['has', 'has source of controversy'], ['launched', 'unsuccessful presidential campaign'], ['launched', 'unsuccessful independent presidential campaign'], ['launched', 'presidential campaign'], ['launched campaign In', '2020'], ['launched', 'campaign'], ['launched', 'unsuccessful campaign'], ['launched', 'independent presidential campaign'], ['launched', 'unsuccessful independent campaign'], ['launched', 'independent campaign'], ['announced', 'his 2024 presidential campaign appearing publicly with supremacist Nick Fuentes'], ['announced', 'his 2024 presidential campaign appearing'], ['announced', 'his 2024 campaign appearing publicly with white supremacist Nick Fuentes'], ['announced', 'his 2024 campaign appearing'], ['announced', 'his 2024 presidential campaign appearing with white supremacist Nick Fuentes'], ['announced', 'his 2024 campaign appearing publicly'], ['announced', 'his 2024 campaign appearing with white supremacist Nick Fuentes'], ['announced', 'his 2024 campaign appearing publicly with supremacist Nick Fuentes'], ['announced', 'his 2024 presidential campaign appearing with supremacist Nick Fuentes'], ['announced', 'his 2024 presidential campaign'], ['announced', 'his 2024 campaign'], ['announced', 'his 2024 campaign appearing with supremacist Nick Fuentes'], ['announced', 'his 2024 presidential campaign appearing publicly'], ['announced', 'his 2024 presidential campaign appearing publicly with white supremacist Nick Fuentes'], ['later publicly praised', 'Adolf Hitler'], ['publicly praised', 'Adolf Hitler'], ['identified as', 'Nazi'], ['praised', 'Adolf Hitler'], ['denied', 'Holocaust']]","[['workedFor', 'producer'], ['producedFor', 'Roc_A-Fella_Records'], ['servedAs', 'producer'], ['gained', 'singles'], ['initiallyGained', 'recognition'], ['wonFor', 'singles'], ['singlesFor', 'artists'], ['2004Released', 'College_Dropout'], ['released', 'debut_studio_album'], ['albumDropout', 'College_Dropout'], ['founded', 'record_label'], ['explored', 'diverse_elements'], ['exploredLike', 'diverse_musical_elements'], ['exploredLike', 'orchestras'], ['explored', 'musical_elements'], ['exploredLike', 'diverse_elements'], ['explored', 'elements'], ['exploredLike', 'musical_elements'], ['explored', 'diverse_musical_elements'], ['exploredLike', 'elements'], ['diversified', 'musical_styles'], ['diversified', 'styles'], ['released', 'its_sequel'], ['released', 'Donda'], ['has', 'discography'], ['listOf', 'albums'], ['worksAs', 'fashion_designer'], ['led', 'Yeezy_collaboration'], ['collaboratedWith', 'Nike'], ['ledWith', 'Yeezy_collaboration'], ['collaborationWith', 'Adidas'], ['founderOf', 'creative_content_company'], ['type', 'founder'], ['founderOf', 'content_company'], ['founderOf', 'Donda'], ['has', 'outspoken_views'], ['been', 'controversy'], ['has', 'source'], ['isOf', 'frequent_source'], ['sourceOf', 'controversy'], ['has', 'frequent_source'], ['sourceOf', 'source'], ['launched', 'unsuccessful_presidential_campaign'], ['launched', 'unsuccessful_independent_presidential_campaign'], ['launched', 'presidential_campaign'], ['officiallyLaunched', 'campaign'], ['launched', 'unsuccessful_campaign'], ['launched', 'independent_presidential_campaign'], ['launched', 'unsuccessful_independent_campaign'], ['launched', 'independent_campaign'], ['appearedWith', 'his_2024_presidential_campaign'], ['appearedWith', 'supremacist_Nick_Fuentes'], ['currentlyAppearing', 'his_2024_presidential_campaign'], ['appearedWith', 'his_2024_campaign'], ['appearedWith', 'white_supremacist_Nick_Fuentes'], ['announcedAppearing', 'his_2024_campaign'], ['announced', '2024_presidential_campaign'], ['announced', '2024_campaign'], ['laterPraised', 'Adolf_Hitler']]"
